site_name,Latitude,Longitude
871,43.8761,-110.5486
872,43.8761,-110.5486
873,43.8761,-110.5486
874,43.8761,-110.5486
875,43.8761,-110.5486
876,43.8761,-110.5486
877,43.8761,-110.5486
878,43.8761,-110.5486
879,43.8761,-110.5486
880,43.8761,-110.5486
881,43.8761,-110.5486
882,43.8761,-110.5486
883,43.8761,-110.5486
884,43.8761,-110.5486
885,43.8761,-110.5486
886,43.8761,-110.5486
887,43.8761,-110.5486
888,43.8761,-110.5486
889,43.8761,-110.5486
890,43.8761,-110.5486
891,43.8761,-110.5486
892,43.8761,-110.5486
893,43.8761,-110.5486
894,43.8761,-110.5486
895,43.8761,-110.5486
896,43.8761,-110.5486
897,43.8761,-110.5486
898,43.8761,-110.5486
899,43.8761,-110.5486
900,43.8761,-110.5486
901,43.8761,-110.5486
902,43.8761,-110.5486
903,43.8761,-110.5486
904,43.8761,-110.5486
905,43.8761,-110.5486
906,43.8761,-110.5486
907,46.53,-113.03
908,46.53,-113.03
909,46.53,-113.03
910,46.53,-113.03
911,46.53,-113.03
912,46.53,-113.03
913,46.53,-113.03
914,46.53,-113.03
915,46.53,-113.03
916,46.53,-113.03
917,46.53,-113.03
918,46.53,-113.03
919,46.53,-113.03
920,46.53,-113.03
921,46.53,-113.03
922,46.53,-113.03
923,46.53,-113.03
924,46.53,-113.03
925,46.53,-113.03
926,46.53,-113.03
927,46.53,-113.03
928,46.53,-113.03
929,46.53,-113.03
930,46.53,-113.03
931,46.53,-113.03
932,46.53,-113.03
933,46.53,-113.03
934,46.53,-113.03
935,46.53,-113.03
936,46.53,-113.03
937,46.53,-113.03
938,46.53,-113.03
939,46.53,-113.03
940,46.53,-113.03
941,46.53,-113.03
942,46.53,-113.03
943,46.53,-113.03
944,46.53,-113.03
945,46.53,-113.03
946,46.53,-113.03
947,46.53,-113.03
948,46.53,-113.03
949,46.53,-113.03
950,46.53,-113.03
951,46.53,-113.03
952,46.53,-113.03
953,46.53,-113.03
954,46.53,-113.03
955,46.53,-113.03
956,46.53,-113.03
957,46.53,-113.03
958,46.53,-113.03
959,46.53,-113.03
960,46.53,-113.03
961,46.53,-113.03
962,46.53,-113.03
963,46.53,-113.03
964,46.53,-113.03
965,46.53,-113.03
966,46.53,-113.03
967,46.53,-113.03
968,46.53,-113.03
969,46.53,-113.03
970,46.53,-113.03
971,46.53,-113.03
972,46.53,-113.03
973,46.53,-113.03
974,46.53,-113.03
975,46.53,-113.03
976,46.53,-113.03
977,46.53,-113.03
978,46.53,-113.03
979,46.53,-113.03
980,46.53,-113.03
981,46.53,-113.03
982,46.53,-113.03
983,46.53,-113.03
984,46.53,-113.03
985,46.53,-113.03
986,46.53,-113.03
987,46.53,-113.03
988,46.53,-113.03
989,46.53,-113.03
990,46.53,-113.03
991,46.53,-113.03
992,46.53,-113.03
993,46.53,-113.03
994,46.53,-113.03
995,46.53,-113.03
996,46.53,-113.03
997,46.53,-113.03
998,46.53,-113.03
999,46.53,-113.03
1000,46.53,-113.03
1001,46.53,-113.03
1002,46.53,-113.03
1003,46.53,-113.03
1004,46.53,-113.03
1005,46.53,-113.03
1006,46.53,-113.03
1007,46.53,-113.03
1008,46.53,-113.03
1009,46.53,-113.03
1010,46.53,-113.03
1011,46.53,-113.03
1012,46.53,-113.03
1013,46.53,-113.03
1014,46.53,-113.03
1015,46.53,-113.03
1016,46.53,-113.03
1017,46.53,-113.03
1018,46.53,-113.03
1019,46.53,-113.03
1020,46.53,-113.03
1021,46.53,-113.03
1022,46.53,-113.03
1023,46.53,-113.03
1024,46.53,-113.03
1025,46.53,-113.03
1026,46.53,-113.03
1027,46.53,-113.03
1028,46.53,-113.03
1029,46.53,-113.03
1030,46.53,-113.03
1031,46.53,-113.03
1032,46.53,-113.03
1033,46.53,-113.03
1034,46.53,-113.03
1035,46.53,-113.03
1036,46.53,-113.03
1037,46.53,-113.03
1038,46.53,-113.03
1039,46.53,-113.03
1040,46.53,-113.03
1041,46.53,-113.03
1042,46.53,-113.03
1043,46.53,-113.03
1044,46.53,-113.03
1045,46.53,-113.03
1046,46.53,-113.03
1047,46.53,-113.03
1048,46.53,-113.03
1049,46.53,-113.03
1050,46.53,-113.03
1051,46.53,-113.03
1052,46.53,-113.03
1053,46.53,-113.03
1054,46.53,-113.03
1055,46.53,-113.03
1056,46.53,-113.03
1057,46.53,-113.03
1058,46.53,-113.03
1059,46.53,-113.03
1060,46.53,-113.03
1061,46.53,-113.03
1062,46.53,-113.03
1063,46.53,-113.03
1064,46.53,-113.03
1065,46.53,-113.03
1066,46.53,-113.03
1067,46.53,-113.03
1068,46.53,-113.03
1069,46.53,-113.03
1070,46.53,-113.03
1071,46.53,-113.03
1072,46.53,-113.03
1073,46.53,-113.03
1074,46.53,-113.03
1075,46.53,-113.03
1076,46.53,-113.03
1077,46.53,-113.03
1078,46.53,-113.03
1079,46.53,-113.03
1080,46.53,-113.03
1081,46.53,-113.03
1082,46.53,-113.03
1083,46.53,-113.03
1084,46.53,-113.03
1085,46.53,-113.03
1086,46.53,-113.03
1087,46.53,-113.03
1088,46.53,-113.03
1089,46.53,-113.03
1090,46.53,-113.03
1091,46.53,-113.03
1092,46.53,-113.03
